num_objects,num_cups,num_bottles,entropy_dec_color,entropy_dec_position,entropy_dec_size,split_score_color,split_score_position,split_score_size,label
3,2,1,0.0,-0.18682140894245786,-0.18682140894245786,0.0,0.9182958340544896,0.9182958340544896,ask_color
6,4,2,0.99500792641054,0.9620872224891013,0.6123009028099229,1.0,1.0,0.6500224216483541,ask_color
10,6,4,0.8930179851108087,0.7421894319962137,0.8693137817466909,0.9709505944546686,1.0,1.0,ask_color
9,4,5,0.9333061046280064,0.9347154117318357,0.9645208075022866,0.9910760598382222,0.9910760598382222,0.9910760598382222,ask_size
7,3,4,0.5969704794465103,0.9159635910190509,0.9532840279197998,0.863120568566631,0.9852281360342515,0.9852281360342515,ask_size
7,3,4,0.9956559236442704,0.6707512007648282,0.9796070409365754,0.9852281360342515,0.9852281360342515,0.9852281360342515,ask_color
5,4,1,0.6811170725504629,0.5331318594999966,0.9937303249065934,0.7219280948873623,0.9709505944546686,0.9709505944546686,ask_size
10,5,5,0.9320929583772914,0.9506240572603741,0.9825641120338009,0.9709505944546686,1.0,1.0,ask_size
8,6,2,0.5332115894625287,0.4649303575133048,0.6574125382753981,0.954434002924965,1.0,0.954434002924965,ask_size
6,1,5,1.0003784702866594,1.0229159929615035,0.6192737508289228,1.0,1.0,0.9182958340544896,ask_position
2,1,1,0.9995123141215677,0.9995123141215677,0.9995123141215677,1.0,1.0,1.0,ask_any
4,3,1,0.7327181117165213,0.9095022807907838,0.0,0.8112781244591328,1.0,0.0,ask_position
2,1,1,0.686596131181084,0.686596131181084,0.686596131181084,1.0,1.0,1.0,ask_any
3,1,2,0.5412198705006713,0.5412198705006713,0.5412198705006713,0.9182958340544896,0.9182958340544896,0.9182958340544896,ask_any
6,3,3,0.9194660393642597,0.9833454639823618,0.6117853688996524,0.9182958340544896,1.0,0.6500224216483541,ask_position
4,2,2,0.5812766692273459,1.0073187404620412,0.7650847040522673,0.8112781244591328,1.0,0.8112781244591328,ask_position
6,4,2,0.44731201896374784,0.8971679963958166,0.4828522221303553,0.6500224216483541,1.0,0.6500224216483541,ask_position
9,3,6,0.9865722333998908,0.8486282376476726,0.8062285673951377,0.9910760598382222,0.9910760598382222,0.9910760598382222,ask_color
4,2,2,0.6711929179328071,1.009126581193163,1.009126581193163,1.0,1.0,1.0,ask_any
9,7,2,0.9183255348661143,0.9738810828420918,0.8856193729702815,0.9182958340544896,0.9910760598382222,0.9182958340544896,ask_position
9,3,6,0.6678438786098768,0.8203272856908244,0.7239382194007291,0.7642045065086203,0.9910760598382222,0.9182958340544896,ask_position
6,4,2,0.8476612657017633,0.9844468429324822,0.651412091507843,1.0,1.0,0.6500224216483541,ask_position
9,4,5,0.8811617000816869,0.9641097707890762,0.8670395085505147,0.9182958340544896,0.9910760598382222,0.9182958340544896,ask_position
9,3,6,0.8843642115677739,0.9886008922374854,0.8222472035858419,0.9182958340544896,0.9910760598382222,0.9910760598382222,ask_position
6,5,1,0.43614790941727355,0.7247447754286467,0.38891092856328524,0.6500224216483541,1.0,0.9182958340544896,ask_position
8,2,6,0.7369118600947577,0.6723970682648037,0.5092642034317292,0.954434002924965,1.0,0.954434002924965,ask_color
5,2,3,0.847569950911826,0.9090976117455944,0.9152478882462114,0.9709505944546686,0.9709505944546686,0.9709505944546686,ask_size
9,6,3,0.9930490276968862,0.9739032248149684,0.9134119290836333,0.9910760598382222,0.9910760598382222,0.9182958340544896,ask_color
9,6,3,0.7815693690379268,0.5618578291175731,0.9198994908614253,0.9910760598382222,0.9910760598382222,0.9910760598382222,ask_size
6,2,4,0.9166050473540346,0.9884223665966414,1.1209559112516638,0.9182958340544896,1.0,1.0,ask_size
6,3,3,0.9190978353795038,1.0047117057523813,0.9294333713855538,0.9182958340544896,1.0,1.0,ask_position
5,2,3,0.0,0.9950634209077804,0.4569268513718905,0.0,0.9709505944546686,0.7219280948873623,ask_position
8,6,2,0.9486675570718925,0.7565568013046735,1.0001022814119094,0.954434002924965,1.0,1.0,ask_size
2,1,1,0.2468585146603582,0.2468585146603582,0.0,1.0,1.0,0.0,ask_any
4,2,2,1.0134477339313517,0.9250633411445672,0.0,1.0,1.0,0.0,ask_color
4,1,3,0.5262590767501244,0.3163374696902379,0.1441688088297136,0.8112781244591328,1.0,0.8112781244591328,ask_color
4,3,1,0.8106399956446466,0.9953197127146933,0.9885615128721457,0.8112781244591328,1.0,1.0,ask_position
3,2,1,0.907673980400101,0.9086330468768027,0.9086330468768027,0.9182958340544896,0.9182958340544896,0.9182958340544896,ask_any
7,2,5,0.9772752843692571,0.9115595140857575,0.9870129418921283,0.9852281360342515,0.9852281360342515,0.9852281360342515,ask_size
4,4,0,0.5594220816082034,0.7231419946659973,0.7076236592660304,0.8112781244591328,1.0,0.8112781244591328,ask_position
6,3,3,0.47923862306737974,0.9411095209281184,0.8066322760574687,0.6500224216483541,1.0,0.9182958340544896,ask_position
7,1,6,0.8717400608428545,1.0075699671739655,0.8465784259567362,0.863120568566631,0.9852281360342515,0.863120568566631,ask_position
2,2,0,0.8312397541751453,0.8312397541751453,0.0,1.0,1.0,0.0,ask_any
3,1,2,0.8203314899037756,0.8719635547068821,0.0,0.9182958340544896,0.9182958340544896,0.0,ask_position
2,1,1,0.0,0.9885173903891564,0.0,0.0,1.0,0.0,ask_position
10,4,6,0.967841109760035,0.9779891982855584,0.8590791859616091,0.9709505944546686,1.0,0.8812908992306927,ask_position
9,7,2,0.9114090118604858,0.8675187058977025,0.9346038922790039,0.9182958340544896,0.9910760598382222,0.9182958340544896,ask_size
3,1,2,0.0,0.4911510302620752,0.757895063420903,0.0,0.9182958340544896,0.9182958340544896,ask_size
6,2,4,0.39582506091422565,0.11409822733610187,-0.14629046736054874,0.9182958340544896,1.0,0.9182958340544896,ask_color
3,2,1,0.8599529905942864,0.7794962022842372,0.0,0.9182958340544896,0.9182958340544896,0.0,ask_color
4,2,2,0.8096373592268153,0.9214222175954988,0.6705566001724057,0.8112781244591328,1.0,0.8112781244591328,ask_position
2,1,1,0.9726784537702275,0.9726784537702275,0.9726784537702275,1.0,1.0,1.0,ask_any
5,2,3,0.9703231576717042,0.9243483495806075,0.7612730232310847,0.9709505944546686,0.9709505944546686,0.9709505944546686,ask_color
2,0,2,0.38431154412649704,0.38431154412649704,0.38431154412649704,1.0,1.0,1.0,ask_any
9,3,6,0.9224120079872964,0.9712021596906304,0.6921199919571674,0.9182958340544896,0.9910760598382222,0.9182958340544896,ask_position
9,2,7,0.7321415556159316,0.8802307224571866,0.9070186264884494,0.7642045065086203,0.9910760598382222,0.9910760598382222,ask_size
7,2,5,0.8613898319778661,0.909064491407036,0.8991688100146409,0.863120568566631,0.9852281360342515,0.9852281360342515,ask_position
3,1,2,0.5870841162034469,0.8145970077693,0.0,0.9182958340544896,0.9182958340544896,0.0,ask_position
8,3,5,0.8396530761955687,0.9249974879861211,0.8971705842332824,0.954434002924965,1.0,0.954434002924965,ask_position
10,6,4,0.9703341133460082,0.9842914251833581,0.9107007184251228,0.9709505944546686,1.0,0.9709505944546686,ask_position
8,4,4,0.6102997702656769,0.6917528259009593,0.5627360008491507,0.954434002924965,1.0,0.5435644431995964,ask_position
9,4,5,0.9280228878528223,0.9299066744678335,0.5523641992019086,0.9910760598382222,0.9910760598382222,0.7642045065086203,ask_position
5,2,3,0.8296966963959038,0.9446711721375975,0.8689391640960964,0.9709505944546686,0.9709505944546686,0.9709505944546686,ask_position
9,4,5,0.9924507592346115,0.97290418576705,0.9114640179459959,0.9910760598382222,0.9910760598382222,0.9182958340544896,ask_color
6,0,6,1.0062980027960953,0.9852840091585757,0.9938619113659579,1.0,1.0,1.0,ask_color
2,0,2,0.0,0.7138555955076475,0.7138555955076475,0.0,1.0,1.0,ask_any
2,2,0,0.9754383526853787,0.9754383526853787,0.0,1.0,1.0,0.0,ask_any
2,1,1,0.0,0.9551678918612524,0.9551678918612524,0.0,1.0,1.0,ask_any
6,3,3,0.9469485795342711,0.8899587682677845,0.9038971211783742,1.0,1.0,1.0,ask_color
6,3,3,0.8615366365887063,0.9911637688736628,0.6249552615469316,0.9182958340544896,1.0,0.6500224216483541,ask_position
9,4,5,0.5041020832674876,1.0010075351368408,0.9743523409678487,0.5032583347756457,0.9910760598382222,0.9910760598382222,ask_position
6,1,5,0.65035810852512,0.9771882552905851,0.6538552174300796,0.6500224216483541,1.0,0.6500224216483541,ask_position
7,3,4,0.8839849642530688,1.0307356174667488,0.9865974690518906,0.9852281360342515,0.9852281360342515,0.9852281360342515,ask_position
4,2,2,0.676563463735155,0.7283776962202126,0.676563463735155,0.8112781244591328,1.0,0.8112781244591328,ask_position
9,1,8,0.8566959877223133,1.0122250045149843,0.6930570243149057,0.9182958340544896,0.9910760598382222,0.9182958340544896,ask_position
5,1,4,0.0,0.6054255957721673,0.6620302695784217,0.0,0.9709505944546686,0.9709505944546686,ask_size
9,2,7,0.9093947589666971,1.0059996655250694,0.8540442174171039,0.9182958340544896,0.9910760598382222,0.9182958340544896,ask_position
7,2,5,0.6856634782951283,0.9440692139744062,0.7157850152747913,0.863120568566631,0.9852281360342515,0.863120568566631,ask_position
3,0,3,0.0,0.940187528721623,0.940187528721623,0.0,0.9182958340544896,0.9182958340544896,ask_any
3,3,0,0.6739679447321028,0.3419198381028672,0.3419198381028672,0.9182958340544896,0.9182958340544896,0.9182958340544896,ask_color
6,3,3,0.9254120504625722,0.9854747648621554,0.7863582498620585,0.9182958340544896,1.0,1.0,ask_position
2,1,1,0.0,0.037622360322278434,0.037622360322278434,0.0,1.0,1.0,ask_any
7,1,6,0.8404950329795626,0.9812721875390353,0.0,0.863120568566631,0.9852281360342515,0.0,ask_position
8,3,5,0.7451471224273487,0.8909295128084931,0.9055954695390047,0.8112781244591328,1.0,0.954434002924965,ask_size
3,3,0,0.9355437163344326,0.9355437163344326,0.9355437163344326,0.9182958340544896,0.9182958340544896,0.9182958340544896,ask_any
7,3,4,0.8983417849466018,0.8268208328641731,0.6011502856450883,0.9852281360342515,0.9852281360342515,0.5916727785823275,ask_color
7,5,2,0.864457536592973,0.995027469740632,0.7880498243169576,0.863120568566631,0.9852281360342515,0.9852281360342515,ask_position
8,3,5,0.8408400144666253,1.0028308428407895,0.0,0.8112781244591328,1.0,0.0,ask_position
3,1,2,0.0,0.7862388970289246,0.0,0.0,0.9182958340544896,0.0,ask_position
3,2,1,0.27585624687965427,0.5063630008304638,0.27585624687965427,0.9182958340544896,0.9182958340544896,0.9182958340544896,ask_position
4,3,1,0.7081810836855404,0.7081810836855404,0.0,1.0,1.0,0.0,ask_any
10,3,7,0.9394210154001761,0.9971785666642645,0.7206946813246669,0.9709505944546686,1.0,0.7219280948873623,ask_position
3,1,2,0.7536727815272583,0.7536727815272583,0.7655129375778605,0.9182958340544896,0.9182958340544896,0.9182958340544896,ask_size
7,7,0,0.8142410907139719,0.9846494035465447,0.8411378852510305,0.863120568566631,0.9852281360342515,0.9852281360342515,ask_position
10,7,3,0.6571102940102187,0.9995792635493217,1.0083194699930087,0.7219280948873623,1.0,1.0,ask_size
9,3,6,0.9244469906019792,0.9463010506902334,0.9926252557950248,0.9182958340544896,0.9910760598382222,0.9910760598382222,ask_size
10,5,5,1.005833834117845,0.9648384138795696,0.9836963385449282,1.0,1.0,1.0,ask_color
10,5,5,0.8363896523362038,0.9992152168107209,0.7581165290886793,0.9709505944546686,1.0,0.8812908992306927,ask_position
2,0,2,0.9451452706123662,0.9451452706123662,0.9451452706123662,1.0,1.0,1.0,ask_any
8,5,3,0.4877792938358838,0.804145840255795,0.6600773567881668,0.5435644431995964,1.0,0.8112781244591328,ask_position
2,0,2,0.6343095546405662,0.6343095546405662,0.6343095546405662,1.0,1.0,1.0,ask_any
4,1,3,0.9306308090452406,0.9208025764786614,0.0,1.0,1.0,0.0,ask_color
2,0,2,0.0,0.7337669895308355,0.0,0.0,1.0,0.0,ask_position
6,4,2,0.8084851885344879,0.5659340739014795,0.9682971134374493,0.9182958340544896,1.0,1.0,ask_size
5,0,5,0.9499040815298267,0.9021011338051852,0.0,0.9709505944546686,0.9709505944546686,0.0,ask_color
4,2,2,0.6572472954305603,0.6272283385347129,0.7890583959479254,0.8112781244591328,1.0,1.0,ask_size
3,1,2,0.9134890469885172,0.9134890469885172,0.8387610518607965,0.9182958340544896,0.9182958340544896,0.9182958340544896,ask_any
10,5,5,0.6124271179349834,0.9950745790882713,0.9749938137673313,0.7219280948873623,1.0,0.9709505944546686,ask_position
2,0,2,0.33533353587867765,0.33533353587867765,0.0,1.0,1.0,0.0,ask_any
8,3,5,0.9156229699680787,0.9956779971026646,0.9246996983320077,0.954434002924965,1.0,1.0,ask_position
7,4,3,0.7258234516407764,0.9732225014893268,0.907976163292525,0.863120568566631,0.9852281360342515,0.9852281360342515,ask_position
6,2,4,0.6998986688235005,0.8706746722453649,0.6083691372520144,1.0,1.0,0.9182958340544896,ask_position
8,3,5,0.7831369374774511,0.9482406872202183,0.9217347091860493,0.8112781244591328,1.0,0.954434002924965,ask_position
4,1,3,0.49859471622075224,0.8573600250321605,0.8490815500919093,0.8112781244591328,1.0,1.0,ask_position
6,3,3,0.7532137052897243,0.794233351452803,0.6054568332841346,0.9182958340544896,1.0,0.6500224216483541,ask_position
7,4,3,0.5494981604993869,0.6890994981269762,0.6859006269380914,0.9852281360342515,0.9852281360342515,0.863120568566631,ask_position
8,2,6,0.9622864166773666,0.9758602386679902,0.9077657900483411,0.954434002924965,1.0,1.0,ask_position
10,3,7,0.9817944289913636,0.9450331067803179,0.7098854247680582,1.0,1.0,0.7219280948873623,ask_color
6,3,3,0.9110324868688153,0.9985177933608014,0.9105678111915376,0.9182958340544896,1.0,1.0,ask_position
9,4,5,0.4891764118907651,0.85473621792103,0.8464418159455409,0.9910760598382222,0.9910760598382222,0.9910760598382222,ask_position
5,1,4,0.7180672130635659,0.9920471054942335,0.9661929398238382,0.7219280948873623,0.9709505944546686,0.9709505944546686,ask_position
9,5,4,0.9165152770163605,1.011110173361967,0.9416696397306108,0.9182958340544896,0.9910760598382222,0.9910760598382222,ask_position
10,4,6,0.9795562466277767,0.9344951301096771,0.684031105177197,0.9709505944546686,1.0,0.7219280948873623,ask_color
3,0,3,0.9173970896244382,0.9178191085660861,0.9178191085660861,0.9182958340544896,0.9182958340544896,0.9182958340544896,ask_any
4,3,1,0.5371840061234163,1.0079046841295467,1.0098542065114675,0.8112781244591328,1.0,1.0,ask_size
7,4,3,0.7833230441827759,0.8047027151024402,0.9573049163934293,0.9852281360342515,0.9852281360342515,0.9852281360342515,ask_size
5,4,1,0.47583610529532216,0.47583610529532216,0.891343152996805,0.9709505944546686,0.9709505944546686,0.9709505944546686,ask_size
6,3,3,0.8890810239897426,0.9176337530743712,0.0,0.9182958340544896,1.0,0.0,ask_position
6,5,1,0.9731670329263711,0.7324524335618794,0.6621972253677808,1.0,1.0,1.0,ask_color
9,3,6,0.979946780708226,1.0116695979984032,0.9670195832213906,0.9910760598382222,0.9910760598382222,0.9910760598382222,ask_position
10,5,5,0.9009113972878184,1.0034736617737514,0.9003188990632425,0.9709505944546686,1.0,0.9709505944546686,ask_position
10,6,4,0.8797636724792082,0.5549685633493029,0.9126725987240789,0.9709505944546686,1.0,0.9709505944546686,ask_size
9,7,2,0.9905872491477945,0.9894960414671248,0.8308594706633983,0.9910760598382222,0.9910760598382222,0.9182958340544896,ask_color
3,1,2,0.0,0.6873835493005951,0.0,0.0,0.9182958340544896,0.0,ask_position
10,5,5,0.6015324355106335,1.0568923342389653,0.9674742066152029,0.7219280948873623,1.0,0.9709505944546686,ask_position
10,6,4,0.716981632310177,1.066281250558812,0.9659810169533851,0.9709505944546686,1.0,0.9709505944546686,ask_position
5,4,1,0.964933798007158,0.887934340972685,0.6726581902769808,0.9709505944546686,0.9709505944546686,0.7219280948873623,ask_color
8,4,4,0.6833000090604422,0.7289512895819621,0.7508524379138364,0.954434002924965,1.0,0.8112781244591328,ask_size
3,0,3,0.0,0.8787089667363047,0.0,0.0,0.9182958340544896,0.0,ask_position
7,3,4,0.9193533292935785,0.9207695629089605,0.9154830419345938,0.9852281360342515,0.9852281360342515,0.9852281360342515,ask_position
5,1,4,0.5247672394298895,0.7066901761727677,0.5641478798968758,0.9709505944546686,0.9709505944546686,0.7219280948873623,ask_position
7,4,3,0.9800092894316061,0.9206589942551267,0.8616705162741349,0.9852281360342515,0.9852281360342515,0.863120568566631,ask_color
6,2,4,0.978011294064502,0.998667471031975,0.9366187895794738,0.9182958340544896,1.0,0.9182958340544896,ask_position
3,1,2,0.8945170152010985,0.6848495490981824,0.6848495490981824,0.9182958340544896,0.9182958340544896,0.9182958340544896,ask_color
9,5,4,0.9197661935593346,0.9954589053174452,1.0187570768516148,0.9182958340544896,0.9910760598382222,0.9910760598382222,ask_size
6,3,3,0.9238893610949628,1.0309644079765308,0.9898255654798089,1.0,1.0,1.0,ask_position
2,0,2,0.0,0.7035587015314071,0.0,0.0,1.0,0.0,ask_position
3,0,3,0.8191670822514843,0.8191670822514843,0.5900701844129669,0.9182958340544896,0.9182958340544896,0.9182958340544896,ask_any
9,5,4,0.8716179545268941,0.9835170866235128,0.731466226967401,0.9182958340544896,0.9910760598382222,0.7642045065086203,ask_position
7,3,4,0.9142086992779754,0.9857160380658563,0.7878994258477565,0.9852281360342515,0.9852281360342515,0.9852281360342515,ask_position
8,3,5,0.7507134122631449,0.9569187359827906,0.45056869054450877,0.8112781244591328,1.0,0.5435644431995964,ask_position
10,3,7,0.9758260520860449,1.0122352957974186,0.9867639418320002,1.0,1.0,1.0,ask_position
8,3,5,1.009121987681564,0.9755949342060579,1.009121987681564,1.0,1.0,1.0,ask_any
8,6,2,0.48667487113880226,0.6924004339922702,0.7742881044178462,0.954434002924965,1.0,0.954434002924965,ask_size
8,6,2,0.6984198212063442,0.8390883990709739,0.8211102420733907,0.954434002924965,1.0,0.954434002924965,ask_position
7,4,3,0.8198144776610032,0.948589739292556,0.9131983966014874,0.863120568566631,0.9852281360342515,0.863120568566631,ask_position
9,5,4,0.8095180454496587,0.88193989892924,0.2327312599434257,0.9910760598382222,0.9910760598382222,0.5032583347756457,ask_position
6,1,5,0.9133607169832691,1.0038384925406862,0.0,0.9182958340544896,1.0,0.0,ask_position
6,2,4,0.682712020609973,0.9522900752794838,0.8073525831536081,0.9182958340544896,1.0,0.9182958340544896,ask_position
3,2,1,0.9238465420487898,0.9238465420487898,0.7037920533853981,0.9182958340544896,0.9182958340544896,0.9182958340544896,ask_any
3,0,3,0.833428930335749,0.9192194674104427,0.833428930335749,0.9182958340544896,0.9182958340544896,0.9182958340544896,ask_position
7,5,2,0.47763790376763104,0.9855385798081577,0.987688635883823,0.5916727785823275,0.9852281360342515,0.9852281360342515,ask_size
7,5,2,0.6015103559715413,1.0050408465981882,0.8094011452358469,0.5916727785823275,0.9852281360342515,0.863120568566631,ask_position
9,4,5,0.5022769472734718,0.9761503617961618,0.7419710711331529,0.5032583347756457,0.9910760598382222,0.7642045065086203,ask_position
5,4,1,0.0,0.9289352060976557,0.6946407500357015,0.0,0.9709505944546686,0.7219280948873623,ask_position
9,4,5,0.9771043004283659,1.0175971622506976,0.47520134618830134,0.9910760598382222,0.9910760598382222,0.5032583347756457,ask_position
5,3,2,0.8317979523259251,0.8246549594560462,0.7095606658678513,0.9709505944546686,0.9709505944546686,0.9709505944546686,ask_color
9,6,3,0.8436582436846345,0.7476017605462069,0.22760764796810262,0.9182958340544896,0.9910760598382222,0.7642045065086203,ask_color
5,2,3,0.6854028480104479,0.9284127809695435,0.7197868894079598,0.7219280948873623,0.9709505944546686,0.9709505944546686,ask_position
3,0,3,0.0,0.6060398011784902,0.6060398011784902,0.0,0.9182958340544896,0.9182958340544896,ask_any
5,3,2,0.7600333623159428,0.6500414809044808,0.7842407668588112,0.9709505944546686,0.9709505944546686,0.9709505944546686,ask_size
8,4,4,0.9979163990716375,0.8844635975796407,0.8482432443001646,0.954434002924965,1.0,0.954434002924965,ask_color
9,5,4,0.9771234445712764,0.8116650218825652,0.7928490810299538,0.9910760598382222,0.9910760598382222,0.9910760598382222,ask_color
10,7,3,0.9695980491814187,0.9808699164230474,0.9529129260507931,0.9709505944546686,1.0,0.9709505944546686,ask_position
7,2,5,0.5948623702677902,0.996902560453452,0.8611846503794571,0.5916727785823275,0.9852281360342515,0.863120568566631,ask_position
9,5,4,1.0070574467459705,0.9098485898487851,0.9127178993491372,0.9910760598382222,0.9910760598382222,0.9182958340544896,ask_color
2,0,2,0.0,0.9139014134928695,0.9139014134928695,0.0,1.0,1.0,ask_any
5,1,4,0.7340703888316199,0.9512566707099284,0.48933075972208817,0.7219280948873623,0.9709505944546686,0.9709505944546686,ask_position
9,6,3,0.363425564442319,0.6389969201591863,0.5987081232719471,0.9182958340544896,0.9910760598382222,0.9910760598382222,ask_position
9,3,6,0.9518873935778009,0.9905228393398664,0.8802306412791912,0.9910760598382222,0.9910760598382222,0.9182958340544896,ask_position
4,2,2,0.675426326781182,0.9569349530028881,0.0,0.8112781244591328,1.0,0.0,ask_position
6,1,5,0.5546739181747233,0.9970224533029897,0.5558019520188164,0.6500224216483541,1.0,0.6500224216483541,ask_position
2,1,1,0.0,0.9367188103082079,0.0,0.0,1.0,0.0,ask_position
4,2,2,0.7764948904424419,1.0038825485041856,0.0,0.8112781244591328,1.0,0.0,ask_position
9,6,3,0.99169048130145,0.932782637035666,0.8924920846424902,0.9910760598382222,0.9910760598382222,0.9182958340544896,ask_color
9,1,8,0.8835249939965779,0.8645045776916596,0.9541958986915433,0.9182958340544896,0.9910760598382222,0.9910760598382222,ask_size
4,2,2,0.5319823407212754,0.7780909133623644,0.5695010913406449,0.8112781244591328,1.0,0.8112781244591328,ask_position
3,0,3,0.0,0.2895904900000513,0.6395364313493114,0.0,0.9182958340544896,0.9182958340544896,ask_size
5,3,2,0.513528505272498,0.9281594970092758,0.513528505272498,0.7219280948873623,0.9709505944546686,0.7219280948873623,ask_position
8,3,5,0.9675403335459745,1.036354273459736,0.9188429112190692,0.954434002924965,1.0,0.954434002924965,ask_position
10,5,5,0.862171103092221,1.0052683768606316,0.9121346342138592,0.9709505944546686,1.0,0.9709505944546686,ask_position
2,0,2,0.0,0.9936167534536142,0.0,0.0,1.0,0.0,ask_position
9,4,5,0.863393016413943,0.768986270460208,0.3580081832890749,0.9910760598382222,0.9910760598382222,0.5032583347756457,ask_color
4,2,2,0.7092551926822359,0.9776825752067974,0.7186575050366217,0.8112781244591328,1.0,0.8112781244591328,ask_position
2,1,1,0.4021791902022728,0.4021791902022728,0.4021791902022728,1.0,1.0,1.0,ask_any
4,3,1,0.32790998376935326,0.18093055940685931,-0.3803841210082408,0.8112781244591328,1.0,0.8112781244591328,ask_color
2,1,1,0.9986030202378096,0.9986030202378096,0.9986030202378096,1.0,1.0,1.0,ask_any
2,1,1,0.8954686411420223,0.8954686411420223,0.0,1.0,1.0,0.0,ask_any
9,6,3,0.6986398788407717,0.9990054016456753,0.7068145882979373,0.9182958340544896,0.9910760598382222,0.9182958340544896,ask_position
5,3,2,0.9358917751250324,0.9690213125112332,0.985932523287373,0.9709505944546686,0.9709505944546686,0.9709505944546686,ask_size
10,3,7,0.7094193954592307,1.0986981610815716,1.0038436450858272,0.7219280948873623,1.0,1.0,ask_position
10,4,6,1.0106535732146407,0.9622813489514992,0.8759118580162619,1.0,1.0,0.8812908992306927,ask_color
9,5,4,0.7665239454798676,0.9754889324230924,0.8973905350231162,0.7642045065086203,0.9910760598382222,0.9182958340544896,ask_position
2,0,2,0.9209394481940656,0.9209394481940656,0.9209394481940656,1.0,1.0,1.0,ask_any
5,3,2,0.9686709621981917,0.9052804488670625,0.7285789660435953,0.9709505944546686,0.9709505944546686,0.7219280948873623,ask_color
9,6,3,0.7210907418318542,0.8883298094148575,0.47482345890531774,0.7642045065086203,0.9910760598382222,0.5032583347756457,ask_position
10,4,6,1.0058549088728177,0.9196958593890328,0.8873482423156216,1.0,1.0,1.0,ask_color
6,4,2,0.8650836057702369,0.9866212600314292,0.8882517843255884,0.9182958340544896,1.0,0.9182958340544896,ask_position
4,2,2,0.7206482272930728,0.7206482272930728,0.0,1.0,1.0,0.0,ask_any
4,2,2,0.9889669439630098,1.0092374782868276,0.9889669439630098,1.0,1.0,1.0,ask_position
2,0,2,0.0,0.9938858724897721,0.9938858724897721,0.0,1.0,1.0,ask_any
7,4,3,0.8214873124789295,0.9980607368986198,1.0084730002689173,0.9852281360342515,0.9852281360342515,0.9852281360342515,ask_size
7,3,4,0.9599769420938462,0.9925199740677635,0.5685667052825598,0.9852281360342515,0.9852281360342515,0.863120568566631,ask_position
9,6,3,0.7006294724311115,0.6378087402759012,1.0202083043355619,0.9910760598382222,0.9910760598382222,0.9910760598382222,ask_size
6,1,5,0.9150556252556552,0.9935079357117216,0.9076181191255386,0.9182958340544896,1.0,0.9182958340544896,ask_position
6,3,3,0.8153483943640842,0.7742257047890848,0.761279605819158,0.9182958340544896,1.0,0.9182958340544896,ask_color
7,2,5,0.9699301788769761,0.8851453984788464,0.9800879845107664,0.9852281360342515,0.9852281360342515,0.9852281360342515,ask_size
10,6,4,0.7447884292933504,1.013282156364531,0.9841519895997664,0.8812908992306927,1.0,0.9709505944546686,ask_position
7,3,4,0.9764032749405689,0.9856056827116948,0.9560773277869319,0.9852281360342515,0.9852281360342515,0.9852281360342515,ask_position
7,4,3,0.9080028876907127,1.0338807800887793,0.9882984941182094,0.863120568566631,0.9852281360342515,0.9852281360342515,ask_position
8,6,2,0.9364694911237801,0.7048709238974942,0.9491774214104589,0.954434002924965,1.0,0.954434002924965,ask_size
4,2,2,0.7716996842989337,0.8303495722266858,0.9335109646760891,0.8112781244591328,1.0,1.0,ask_size
6,4,2,0.872801124038227,1.010666399533807,0.872801124038227,1.0,1.0,1.0,ask_position
10,6,4,0.8247970879915449,0.9362428898998649,0.8303403374713678,0.8812908992306927,1.0,0.9709505944546686,ask_position
7,3,4,0.835402006455777,0.9952701177037073,0.937074669438716,0.863120568566631,0.9852281360342515,0.9852281360342515,ask_position
5,1,4,0.8154511008645051,0.7680451769116319,0.41217503471587724,0.9709505944546686,0.9709505944546686,0.7219280948873623,ask_color
6,3,3,0.9940566241483397,1.0044655985270545,0.6792598777267083,1.0,1.0,0.9182958340544896,ask_position
7,3,4,0.3217786124847053,0.9177846142293002,0.9622119884455063,0.5916727785823275,0.9852281360342515,0.9852281360342515,ask_size
9,6,3,0.9237638936833121,0.9014736246956156,0.9022993002518498,0.9910760598382222,0.9910760598382222,0.9182958340544896,ask_color
10,6,4,0.7203995607303537,0.9055132914201114,0.9336874916131594,0.7219280948873623,1.0,0.9709505944546686,ask_size
2,1,1,0.0,0.9790514648094593,0.0,0.0,1.0,0.0,ask_position
3,1,2,0.9146141908724081,0.9146141908724081,0.9146141908724081,0.9182958340544896,0.9182958340544896,0.9182958340544896,ask_any
7,1,6,0.750000560972679,0.9464096547960028,0.6670822843247386,0.9852281360342515,0.9852281360342515,0.9852281360342515,ask_position
6,2,4,0.5804117234469075,0.9776452048190283,0.8022804993361101,0.6500224216483541,1.0,0.9182958340544896,ask_position
9,3,6,0.9131877062373421,0.7138712214007348,0.9896011417633375,0.9910760598382222,0.9910760598382222,0.9910760598382222,ask_size
10,3,7,0.8923675317105844,1.0281248392775737,1.0099731628944404,0.9709505944546686,1.0,1.0,ask_position
7,1,6,0.8480451884863565,0.9863145103850628,0.853860011888675,0.863120568566631,0.9852281360342515,0.863120568566631,ask_position
2,1,1,0.0,0.5059192440727412,0.0,0.0,1.0,0.0,ask_position
2,1,1,0.9499011703918125,0.9499011703918125,0.0,1.0,1.0,0.0,ask_any
6,2,4,0.8638363501497879,0.8583200281650594,0.6910705397285875,0.9182958340544896,1.0,1.0,ask_color
